Test: [0/167]	Time 36.330 (36.330)	Loss 174.2544 (174.2544)	Acc@1 0.000 (0.000)	Acc@5 0.000 (0.000)
 * Acc@1 0.098 Acc@5 0.498
Epoch: [0][0/4271]	Time 46.236 (46.236)	Data 36.567 (36.567)	Loss 9.3022 (9.3022)	Entropy Loss 9.2817 (9.2817)	KLCD_Loss 0.0204 (0.0204)	Learning Rate 0.12000000	Acc@1 0.000 (0.000)	Acc@5 2.000 (2.000)
Epoch: [4][1200/4271]	Time 1.522 (1.571)	Data 0.000 (0.031)	Loss 3.0495 (2.9035)	Entropy Loss 3.0273 (2.8796)	KLCD_Loss 0.0222 (0.0239)	Learning Rate 0.11962356	Acc@1 39.000 (38.918)	Acc@5 60.000 (63.533)
Epoch: [4][1400/4271]	Time 1.517 (1.566)	Data 0.000 (0.027)	Loss 3.1354 (2.9071)	Entropy Loss 3.1138 (2.8835)	KLCD_Loss 0.0216 (0.0236)	Learning Rate 0.11961529	Acc@1 37.333 (38.874)	Acc@5 60.000 (63.439)
Epoch: [4][1600/4271]	Time 1.626 (1.563)	Data 0.000 (0.023)	Loss 3.2048 (2.9135)	Entropy Loss 3.1838 (2.8902)	KLCD_Loss 0.0211 (0.0233)	Learning Rate 0.11960693	Acc@1 32.667 (38.809)	Acc@5 57.333 (63.309)
Epoch: [4][1800/4271]	Time 1.523 (1.597)	Data 0.000 (0.057)	Loss 2.8809 (2.9155)	Entropy Loss 2.8603 (2.8924)	KLCD_Loss 0.0205 (0.0231)	Learning Rate 0.11959848	Acc@1 36.667 (38.797)	Acc@5 63.667 (63.295)
Epoch: [4][2000/4271]	Time 1.547 (1.590)	Data 0.000 (0.052)	Loss 2.9038 (2.9169)	Entropy Loss 2.8838 (2.8942)	KLCD_Loss 0.0200 (0.0228)	Learning Rate 0.11958994	Acc@1 39.667 (38.772)	Acc@5 62.000 (63.253)
Epoch: [4][2200/4271]	Time 1.521 (1.584)	Data 0.000 (0.047)	Loss 2.9326 (2.9190)	Entropy Loss 2.9132 (2.8965)	KLCD_Loss 0.0194 (0.0225)	Learning Rate 0.11958130	Acc@1 38.333 (38.745)	Acc@5 62.667 (63.223)
Epoch: [4][2400/4271]	Time 1.522 (1.580)	Data 0.000 (0.043)	Loss 2.8354 (2.9208)	Entropy Loss 2.8165 (2.8986)	KLCD_Loss 0.0189 (0.0222)	Learning Rate 0.11957258	Acc@1 39.333 (38.701)	Acc@5 66.000 (63.184)
Epoch: [4][2600/4271]	Time 1.527 (1.575)	Data 0.000 (0.040)	Loss 2.7822 (2.9220)	Entropy Loss 2.7638 (2.9001)	KLCD_Loss 0.0184 (0.0219)	Learning Rate 0.11956377	Acc@1 39.667 (38.686)	Acc@5 66.667 (63.169)
Epoch: [4][2800/4271]	Time 1.521 (1.572)	Data 0.000 (0.037)	Loss 3.0371 (2.9228)	Entropy Loss 3.0192 (2.9011)	KLCD_Loss 0.0179 (0.0217)	Learning Rate 0.11955488	Acc@1 38.333 (38.674)	Acc@5 60.667 (63.153)
Epoch: [4][3000/4271]	Time 1.526 (1.569)	Data 0.000 (0.034)	Loss 3.0399 (2.9247)	Entropy Loss 3.0224 (2.9033)	KLCD_Loss 0.0175 (0.0214)	Learning Rate 0.11954589	Acc@1 39.667 (38.630)	Acc@5 60.333 (63.104)
Epoch: [4][3200/4271]	Time 1.507 (1.566)	Data 0.000 (0.032)	Loss 3.1523 (2.9267)	Entropy Loss 3.1353 (2.9055)	KLCD_Loss 0.0170 (0.0211)	Learning Rate 0.11953681	Acc@1 38.667 (38.583)	Acc@5 58.333 (63.069)
Epoch: [4][3400/4271]	Time 1.536 (1.563)	Data 0.000 (0.030)	Loss 3.1530 (2.9289)	Entropy Loss 3.1365 (2.9080)	KLCD_Loss 0.0166 (0.0209)	Learning Rate 0.11952764	Acc@1 40.000 (38.560)	Acc@5 57.000 (63.042)
Epoch: [4][3600/4271]	Time 1.521 (1.561)	Data 0.000 (0.029)	Loss 3.0521 (2.9299)	Entropy Loss 3.0360 (2.9093)	KLCD_Loss 0.0161 (0.0206)	Learning Rate 0.11951838	Acc@1 36.667 (38.532)	Acc@5 61.000 (63.035)
Epoch: [4][3800/4271]	Time 1.521 (1.559)	Data 0.000 (0.027)	Loss 3.1413 (2.9315)	Entropy Loss 3.1256 (2.9111)	KLCD_Loss 0.0157 (0.0204)	Learning Rate 0.11950904	Acc@1 34.333 (38.482)	Acc@5 58.000 (63.008)
Epoch: [4][4000/4271]	Time 1.521 (1.557)	Data 0.000 (0.026)	Loss 3.1398 (2.9336)	Entropy Loss 3.1245 (2.9135)	KLCD_Loss 0.0153 (0.0201)	Learning Rate 0.11949960	Acc@1 34.667 (38.446)	Acc@5 57.000 (62.954)
Epoch: [4][4200/4271]	Time 1.554 (1.556)	Data 0.000 (0.025)	Loss 2.9484 (2.9354)	Entropy Loss 2.9334 (2.9155)	KLCD_Loss 0.0149 (0.0199)	Learning Rate 0.11949007	Acc@1 38.333 (38.419)	Acc@5 65.000 (62.926)
Test: [0/167]	Time 20.995 (20.995)	Loss 1.8763 (1.8763)	Acc@1 55.000 (55.000)	Acc@5 84.667 (84.667)
 * Acc@1 40.954 Acc@5 67.368
Epoch: [5][0/4271]	Time 37.365 (37.365)	Data 35.565 (35.565)	Loss 2.7232 (2.7232)	Entropy Loss 2.7084 (2.7084)	KLCD_Loss 0.0148 (0.0148)	Learning Rate 0.11948669	Acc@1 40.667 (40.667)	Acc@5 65.667 (65.667)
Epoch: [5][200/4271]	Time 1.523 (1.707)	Data 0.000 (0.177)	Loss 2.7446 (2.9271)	Entropy Loss 2.7302 (2.9125)	KLCD_Loss 0.0144 (0.0146)	Learning Rate 0.11947704	Acc@1 39.000 (38.680)	Acc@5 63.333 (62.932)
Epoch: [5][400/4271]	Time 1.528 (1.617)	Data 0.000 (0.089)	Loss 3.5224 (2.9382)	Entropy Loss 3.5084 (2.9238)	KLCD_Loss 0.0140 (0.0144)	Learning Rate 0.11946731	Acc@1 29.667 (38.379)	Acc@5 52.000 (62.707)
Epoch: [5][600/4271]	Time 1.521 (1.587)	Data 0.000 (0.059)	Loss 3.1634 (2.9672)	Entropy Loss 3.1496 (2.9529)	KLCD_Loss 0.0138 (0.0143)	Learning Rate 0.11945748	Acc@1 34.333 (37.825)	Acc@5 59.333 (62.365)
Epoch: [5][800/4271]	Time 1.520 (1.574)	Data 0.000 (0.045)	Loss 3.1081 (2.9648)	Entropy Loss 3.0947 (2.9507)	KLCD_Loss 0.0134 (0.0141)	Learning Rate 0.11944757	Acc@1 37.000 (37.850)	Acc@5 61.333 (62.357)
Epoch: [5][1000/4271]	Time 1.522 (1.568)	Data 0.000 (0.036)	Loss 2.7505 (2.9647)	Entropy Loss 2.7374 (2.9508)	KLCD_Loss 0.0131 (0.0139)	Learning Rate 0.11943756	Acc@1 40.333 (37.871)	Acc@5 63.333 (62.324)
Epoch: [5][1200/4271]	Time 1.521 (1.564)	Data 0.000 (0.030)	Loss 3.1621 (2.9635)	Entropy Loss 3.1494 (2.9497)	KLCD_Loss 0.0127 (0.0138)	Learning Rate 0.11942747	Acc@1 32.000 (37.894)	Acc@5 58.667 (62.341)
Epoch: [5][1400/4271]	Time 1.521 (1.561)	Data 0.000 (0.025)	Loss 2.8848 (2.9604)	Entropy Loss 2.8724 (2.9468)	KLCD_Loss 0.0124 (0.0136)	Learning Rate 0.11941729	Acc@1 39.000 (37.919)	Acc@5 62.333 (62.388)
Epoch: [5][1600/4271]	Time 1.518 (1.559)	Data 0.000 (0.022)	Loss 3.0195 (2.9629)	Entropy Loss 3.0075 (2.9495)	KLCD_Loss 0.0120 (0.0134)	Learning Rate 0.11940702	Acc@1 38.333 (37.909)	Acc@5 60.333 (62.334)
Epoch: [5][1800/4271]	Time 1.522 (1.556)	Data 0.000 (0.020)	Loss 3.3005 (2.9640)	Entropy Loss 3.2887 (2.9508)	KLCD_Loss 0.0117 (0.0132)	Learning Rate 0.11939665	Acc@1 33.000 (37.881)	Acc@5 57.000 (62.293)
Epoch: [5][2000/4271]	Time 1.600 (1.554)	Data 0.000 (0.018)	Loss 2.7875 (2.9640)	Entropy Loss 2.7761 (2.9510)	KLCD_Loss 0.0114 (0.0131)	Learning Rate 0.11938620	Acc@1 41.667 (37.859)	Acc@5 66.667 (62.316)
Epoch: [5][2200/4271]	Time 1.520 (1.552)	Data 0.000 (0.016)	Loss 2.7560 (2.9626)	Entropy Loss 2.7448 (2.9497)	KLCD_Loss 0.0111 (0.0129)	Learning Rate 0.11937566	Acc@1 42.333 (37.884)	Acc@5 64.000 (62.332)
Epoch: [5][2400/4271]	Time 1.583 (1.550)	Data 0.000 (0.015)	Loss 2.8401 (2.9631)	Entropy Loss 2.8292 (2.9503)	KLCD_Loss 0.0109 (0.0128)	Learning Rate 0.11936503	Acc@1 40.333 (37.872)	Acc@5 62.000 (62.326)
Epoch: [5][2600/4271]	Time 1.520 (1.548)	Data 0.000 (0.014)	Loss 2.9226 (2.9618)	Entropy Loss 2.9120 (2.9492)	KLCD_Loss 0.0106 (0.0126)	Learning Rate 0.11935431	Acc@1 39.333 (37.888)	Acc@5 63.000 (62.336)
Epoch: [5][2800/4271]	Time 1.521 (1.547)	Data 0.000 (0.013)	Loss 2.9219 (2.9611)	Entropy Loss 2.9116 (2.9486)	KLCD_Loss 0.0103 (0.0124)	Learning Rate 0.11934351	Acc@1 38.000 (37.899)	Acc@5 63.000 (62.360)
Epoch: [5][3000/4271]	Time 1.520 (1.545)	Data 0.000 (0.012)	Loss 2.9475 (2.9608)	Entropy Loss 2.9376 (2.9486)	KLCD_Loss 0.0100 (0.0123)	Learning Rate 0.11933261	Acc@1 38.000 (37.913)	Acc@5 63.333 (62.358)
Epoch: [5][3200/4271]	Time 1.526 (1.544)	Data 0.000 (0.011)	Loss 3.0562 (2.9606)	Entropy Loss 3.0465 (2.9485)	KLCD_Loss 0.0097 (0.0121)	Learning Rate 0.11932162	Acc@1 39.667 (37.910)	Acc@5 62.333 (62.357)
Epoch: [5][3400/4271]	Time 1.523 (1.543)	Data 0.000 (0.011)	Loss 2.8537 (2.9605)	Entropy Loss 2.8443 (2.9485)	KLCD_Loss 0.0094 (0.0120)	Learning Rate 0.11931055	Acc@1 41.000 (37.903)	Acc@5 66.000 (62.362)
Epoch: [5][3600/4271]	Time 1.515 (1.542)	Data 0.000 (0.010)	Loss 2.9039 (2.9593)	Entropy Loss 2.8947 (2.9474)	KLCD_Loss 0.0092 (0.0118)	Learning Rate 0.11929938	Acc@1 42.667 (37.928)	Acc@5 64.000 (62.391)
Epoch: [5][3800/4271]	Time 1.519 (1.540)	Data 0.000 (0.009)	Loss 2.7858 (2.9580)	Entropy Loss 2.7768 (2.9463)	KLCD_Loss 0.0089 (0.0117)	Learning Rate 0.11928813	Acc@1 37.333 (37.955)	Acc@5 66.667 (62.416)
Epoch: [5][4000/4271]	Time 1.521 (1.540)	Data 0.000 (0.009)	Loss 2.9413 (2.9574)	Entropy Loss 2.9326 (2.9458)	KLCD_Loss 0.0087 (0.0115)	Learning Rate 0.11927679	Acc@1 37.333 (37.961)	Acc@5 62.333 (62.433)
Epoch: [5][4200/4271]	Time 1.537 (1.539)	Data 0.000 (0.009)	Loss 2.9401 (2.9574)	Entropy Loss 2.9317 (2.9459)	KLCD_Loss 0.0085 (0.0114)	Learning Rate 0.11926535	Acc@1 38.333 (37.966)	Acc@5 63.333 (62.433)
Epoch: [6][0/4271]	Time 38.031 (38.031)	Data 36.274 (36.274)	Loss 2.9986 (2.9986)	Entropy Loss 2.9902 (2.9902)	KLCD_Loss 0.0084 (0.0084)	Learning Rate 0.11926130	Acc@1 36.000 (36.000)	Acc@5 63.333 (63.333)
Epoch: [6][200/4271]	Time 1.520 (1.708)	Data 0.000 (0.182)	Loss 2.8131 (2.9012)	Entropy Loss 2.8049 (2.8929)	KLCD_Loss 0.0082 (0.0083)	Learning Rate 0.11924975	Acc@1 39.000 (38.776)	Acc@5 64.333 (63.322)
Epoch: [6][400/4271]	Time 1.508 (1.617)	Data 0.001 (0.091)	Loss 3.0265 (2.9056)	Entropy Loss 3.0185 (2.8974)	KLCD_Loss 0.0080 (0.0082)	Learning Rate 0.11923811	Acc@1 37.000 (38.694)	Acc@5 61.667 (63.305)
Epoch: [6][600/4271]	Time 1.524 (1.586)	Data 0.000 (0.061)	Loss 2.9896 (2.9107)	Entropy Loss 2.9818 (2.9026)	KLCD_Loss 0.0078 (0.0081)	Learning Rate 0.11922638	Acc@1 37.667 (38.677)	Acc@5 61.667 (63.217)
Epoch: [6][800/4271]	Time 1.521 (1.573)	Data 0.000 (0.046)	Loss 2.9862 (2.9136)	Entropy Loss 2.9786 (2.9057)	KLCD_Loss 0.0076 (0.0080)	Learning Rate 0.11921456	Acc@1 37.667 (38.668)	Acc@5 61.000 (63.159)
Epoch: [6][1000/4271]	Time 1.523 (1.565)	Data 0.000 (0.037)	Loss 2.8320 (2.9160)	Entropy Loss 2.8246 (2.9081)	KLCD_Loss 0.0074 (0.0079)	Learning Rate 0.11920265	Acc@1 40.667 (38.586)	Acc@5 64.000 (63.110)
Epoch: [6][1200/4271]	Time 1.538 (1.561)	Data 0.000 (0.031)	Loss 2.9541 (2.9185)	Entropy Loss 2.9469 (2.9107)	KLCD_Loss 0.0072 (0.0078)	Learning Rate 0.11919065	Acc@1 39.333 (38.493)	Acc@5 63.667 (63.028)
Epoch: [6][1400/4271]	Time 1.519 (1.559)	Data 0.000 (0.026)	Loss 2.9435 (2.9164)	Entropy Loss 2.9365 (2.9087)	KLCD_Loss 0.0070 (0.0077)	Learning Rate 0.11917856	Acc@1 39.000 (38.538)	Acc@5 64.333 (63.096)
Epoch: [6][1600/4271]	Time 1.526 (1.557)	Data 0.000 (0.023)	Loss 2.9890 (2.9168)	Entropy Loss 2.9822 (2.9093)	KLCD_Loss 0.0068 (0.0076)	Learning Rate 0.11916639	Acc@1 37.333 (38.533)	Acc@5 60.000 (63.077)
Epoch: [6][1800/4271]	Time 1.520 (1.556)	Data 0.000 (0.020)	Loss 3.0595 (2.9181)	Entropy Loss 3.0528 (2.9106)	KLCD_Loss 0.0067 (0.0075)	Learning Rate 0.11915412	Acc@1 38.000 (38.527)	Acc@5 59.000 (63.053)
Epoch: [6][2000/4271]	Time 1.629 (1.555)	Data 0.000 (0.018)	Loss 3.0012 (2.9172)	Entropy Loss 2.9947 (2.9098)	KLCD_Loss 0.0065 (0.0074)	Learning Rate 0.11914177	Acc@1 38.333 (38.515)	Acc@5 65.333 (63.070)
Epoch: [6][2200/4271]	Time 1.510 (1.555)	Data 0.000 (0.017)	Loss 3.2631 (2.9162)	Entropy Loss 3.2567 (2.9089)	KLCD_Loss 0.0064 (0.0073)	Learning Rate 0.11912933	Acc@1 34.333 (38.531)	Acc@5 58.333 (63.094)
Epoch: [6][2400/4271]	Time 1.621 (1.555)	Data 0.000 (0.015)	Loss 2.9350 (2.9186)	Entropy Loss 2.9288 (2.9114)	KLCD_Loss 0.0062 (0.0072)	Learning Rate 0.11911680	Acc@1 37.667 (38.506)	Acc@5 62.333 (63.041)
Epoch: [6][2600/4271]	Time 1.599 (1.555)	Data 0.000 (0.014)	Loss 2.9284 (2.9196)	Entropy Loss 2.9223 (2.9124)	KLCD_Loss 0.0061 (0.0071)	Learning Rate 0.11910418	Acc@1 37.333 (38.495)	Acc@5 63.333 (63.021)
Epoch: [6][2800/4271]	Time 1.539 (1.555)	Data 0.000 (0.013)	Loss 2.8413 (2.9209)	Entropy Loss 2.8354 (2.9139)	KLCD_Loss 0.0059 (0.0071)	Learning Rate 0.11909147	Acc@1 39.667 (38.483)	Acc@5 64.333 (62.997)
Epoch: [6][3000/4271]	Time 1.599 (1.556)	Data 0.000 (0.012)	Loss 2.8741 (2.9212)	Entropy Loss 2.8683 (2.9142)	KLCD_Loss 0.0058 (0.0070)	Learning Rate 0.11907867	Acc@1 38.667 (38.481)	Acc@5 66.000 (62.994)
Epoch: [6][3200/4271]	Time 1.601 (1.556)	Data 0.000 (0.012)	Loss 2.9175 (2.9206)	Entropy Loss 2.9118 (2.9137)	KLCD_Loss 0.0056 (0.0069)	Learning Rate 0.11906578	Acc@1 39.333 (38.484)	Acc@5 61.667 (62.987)
Epoch: [6][3400/4271]	Time 1.598 (1.556)	Data 0.000 (0.011)	Loss 2.7668 (2.9198)	Entropy Loss 2.7613 (2.9129)	KLCD_Loss 0.0055 (0.0068)	Learning Rate 0.11905281	Acc@1 40.667 (38.501)	Acc@5 65.667 (63.009)
Epoch: [6][3600/4271]	Time 1.601 (1.556)	Data 0.000 (0.010)	Loss 2.9227 (2.9191)	Entropy Loss 2.9174 (2.9123)	KLCD_Loss 0.0053 (0.0067)	Learning Rate 0.11903974	Acc@1 37.667 (38.511)	Acc@5 62.667 (63.019)
Epoch: [6][3800/4271]	Time 1.599 (1.556)	Data 0.000 (0.010)	Loss 2.8697 (2.9182)	Entropy Loss 2.8646 (2.9115)	KLCD_Loss 0.0052 (0.0067)	Learning Rate 0.11902659	Acc@1 37.333 (38.524)	Acc@5 63.333 (63.035)
Epoch: [6][4000/4271]	Time 1.538 (1.557)	Data 0.000 (0.009)	Loss 2.7788 (2.9174)	Entropy Loss 2.7738 (2.9108)	KLCD_Loss 0.0051 (0.0066)	Learning Rate 0.11901335	Acc@1 37.667 (38.545)	Acc@5 64.667 (63.039)
Epoch: [6][4200/4271]	Time 1.548 (1.557)	Data 0.000 (0.009)	Loss 2.9828 (2.9161)	Entropy Loss 2.9779 (2.9096)	KLCD_Loss 0.0049 (0.0065)	Learning Rate 0.11900002	Acc@1 43.000 (38.565)	Acc@5 58.667 (63.061)
Test: [0/167]	Time 21.177 (21.177)	Loss 1.3768 (1.3768)	Acc@1 65.333 (65.333)	Acc@5 89.667 (89.667)
 * Acc@1 44.218 Acc@5 70.394
Epoch: [7][0/4271]	Time 39.946 (39.946)	Data 38.189 (38.189)	Loss 3.1165 (3.1165)	Entropy Loss 3.1116 (3.1116)	KLCD_Loss 0.0049 (0.0049)	Learning Rate 0.11899529	Acc@1 37.333 (37.333)	Acc@5 61.667 (61.667)
Epoch: [7][200/4271]	Time 1.520 (1.738)	Data 0.000 (0.190)	Loss 2.7200 (2.8741)	Entropy Loss 2.7153 (2.8693)	KLCD_Loss 0.0048 (0.0048)	Learning Rate 0.11898184	Acc@1 42.000 (39.176)	Acc@5 68.667 (63.726)
Epoch: [7][400/4271]	Time 1.524 (1.640)	Data 0.000 (0.095)	Loss 2.7073 (2.8607)	Entropy Loss 2.7026 (2.8559)	KLCD_Loss 0.0046 (0.0048)	Learning Rate 0.11896831	Acc@1 42.667 (39.407)	Acc@5 65.333 (63.858)
Epoch: [7][600/4271]	Time 1.601 (1.608)	Data 0.000 (0.064)	Loss 2.7909 (2.8659)	Entropy Loss 2.7864 (2.8612)	KLCD_Loss 0.0045 (0.0047)	Learning Rate 0.11895468	Acc@1 39.667 (39.233)	Acc@5 61.333 (63.796)
Epoch: [7][800/4271]	Time 1.601 (1.593)	Data 0.001 (0.048)	Loss 2.7190 (2.8677)	Entropy Loss 2.7146 (2.8630)	KLCD_Loss 0.0044 (0.0046)	Learning Rate 0.11894096	Acc@1 44.333 (39.279)	Acc@5 68.667 (63.814)
Epoch: [7][1000/4271]	Time 1.601 (1.585)	Data 0.000 (0.038)	Loss 2.9185 (2.8665)	Entropy Loss 2.9142 (2.8619)	KLCD_Loss 0.0043 (0.0046)	Learning Rate 0.11892716	Acc@1 36.667 (39.222)	Acc@5 62.667 (63.837)
Epoch: [7][1200/4271]	Time 1.542 (1.580)	Data 0.001 (0.032)	Loss 2.8886 (2.8651)	Entropy Loss 2.8844 (2.8606)	KLCD_Loss 0.0042 (0.0045)	Learning Rate 0.11891326	Acc@1 44.333 (39.295)	Acc@5 64.333 (63.893)
Epoch: [7][1400/4271]	Time 1.609 (1.577)	Data 0.000 (0.027)	Loss 2.9650 (2.8691)	Entropy Loss 2.9609 (2.8646)	KLCD_Loss 0.0041 (0.0045)	Learning Rate 0.11889928	Acc@1 38.667 (39.268)	Acc@5 62.667 (63.845)
Epoch: [7][1600/4271]	Time 1.524 (1.574)	Data 0.000 (0.024)	Loss 2.9755 (2.8703)	Entropy Loss 2.9715 (2.8659)	KLCD_Loss 0.0040 (0.0044)	Learning Rate 0.11888521	Acc@1 36.000 (39.294)	Acc@5 61.333 (63.839)
Epoch: [7][1800/4271]	Time 1.598 (1.572)	Data 0.000 (0.021)	Loss 2.8498 (2.8708)	Entropy Loss 2.8459 (2.8664)	KLCD_Loss 0.0039 (0.0044)	Learning Rate 0.11887105	Acc@1 44.000 (39.275)	Acc@5 64.667 (63.850)
Epoch: [7][2000/4271]	Time 1.547 (1.571)	Data 0.000 (0.019)	Loss 2.8329 (2.8698)	Entropy Loss 2.8291 (2.8655)	KLCD_Loss 0.0038 (0.0043)	Learning Rate 0.11885680	Acc@1 37.667 (39.297)	Acc@5 63.333 (63.863)
Epoch: [7][2200/4271]	Time 1.546 (1.569)	Data 0.000 (0.017)	Loss 2.7992 (2.8686)	Entropy Loss 2.7955 (2.8643)	KLCD_Loss 0.0037 (0.0043)	Learning Rate 0.11884247	Acc@1 43.333 (39.320)	Acc@5 65.667 (63.883)
Epoch: [7][2400/4271]	Time 1.600 (1.569)	Data 0.000 (0.016)	Loss 3.0710 (2.8677)	Entropy Loss 3.0673 (2.8635)	KLCD_Loss 0.0037 (0.0042)	Learning Rate 0.11882804	Acc@1 37.000 (39.350)	Acc@5 58.333 (63.906)
Epoch: [7][2600/4271]	Time 1.517 (1.568)	Data 0.000 (0.015)	Loss 2.8369 (2.8675)	Entropy Loss 2.8333 (2.8633)	KLCD_Loss 0.0036 (0.0042)	Learning Rate 0.11881353	Acc@1 37.333 (39.362)	Acc@5 64.667 (63.915)
Epoch: [7][2800/4271]	Time 1.513 (1.568)	Data 0.001 (0.014)	Loss 3.0831 (2.8665)	Entropy Loss 3.0796 (2.8624)	KLCD_Loss 0.0035 (0.0041)	Learning Rate 0.11879893	Acc@1 34.000 (39.379)	Acc@5 62.000 (63.936)
Epoch: [7][3000/4271]	Time 1.616 (1.568)	Data 0.000 (0.013)	Loss 2.9827 (2.8668)	Entropy Loss 2.9793 (2.8627)	KLCD_Loss 0.0034 (0.0041)	Learning Rate 0.11878424	Acc@1 38.333 (39.366)	Acc@5 62.333 (63.935)
Epoch: [7][3200/4271]	Time 1.619 (1.569)	Data 0.000 (0.012)	Loss 2.7476 (2.8660)	Entropy Loss 2.7442 (2.8620)	KLCD_Loss 0.0033 (0.0040)	Learning Rate 0.11876946	Acc@1 38.667 (39.376)	Acc@5 66.333 (63.940)
Epoch: [7][3400/4271]	Time 1.533 (1.569)	Data 0.000 (0.011)	Loss 2.7619 (2.8659)	Entropy Loss 2.7586 (2.8619)	KLCD_Loss 0.0033 (0.0040)	Learning Rate 0.11875459	Acc@1 41.667 (39.381)	Acc@5 65.000 (63.939)
Epoch: [7][3600/4271]	Time 1.552 (1.569)	Data 0.000 (0.011)	Loss 2.9467 (2.8653)	Entropy Loss 2.9435 (2.8613)	KLCD_Loss 0.0032 (0.0040)	Learning Rate 0.11873964	Acc@1 37.667 (39.401)	Acc@5 62.333 (63.941)
Epoch: [7][3800/4271]	Time 1.591 (1.569)	Data 0.000 (0.010)	Loss 2.6174 (2.8652)	Entropy Loss 2.6142 (2.8613)	KLCD_Loss 0.0031 (0.0039)	Learning Rate 0.11872460	Acc@1 42.667 (39.412)	Acc@5 70.000 (63.940)
Epoch: [7][4000/4271]	Time 1.565 (1.569)	Data 0.000 (0.010)	Loss 2.9086 (2.8655)	Entropy Loss 2.9056 (2.8616)	KLCD_Loss 0.0031 (0.0039)	Learning Rate 0.11870947	Acc@1 38.000 (39.413)	Acc@5 61.000 (63.934)
Epoch: [7][4200/4271]	Time 1.505 (1.569)	Data 0.000 (0.009)	Loss 3.0951 (2.8651)	Entropy Loss 3.0922 (2.8612)	KLCD_Loss 0.0030 (0.0038)	Learning Rate 0.11869425	Acc@1 35.333 (39.409)	Acc@5 60.333 (63.945)
Epoch: [8][0/4271]	Time 39.451 (39.451)	Data 37.736 (37.736)	Loss 2.6704 (2.6704)	Entropy Loss 2.6674 (2.6674)	KLCD_Loss 0.0030 (0.0030)	Learning Rate 0.11868886	Acc@1 44.667 (44.667)	Acc@5 70.000 (70.000)
Epoch: [8][200/4271]	Time 1.605 (1.733)	Data 0.000 (0.188)	Loss 2.6852 (2.8119)	Entropy Loss 2.6823 (2.8090)	KLCD_Loss 0.0029 (0.0029)	Learning Rate 0.11867352	Acc@1 42.333 (40.305)	Acc@5 65.000 (64.889)
Epoch: [8][400/4271]	Time 1.663 (1.635)	Data 0.000 (0.094)	Loss 2.9845 (2.8286)	Entropy Loss 2.9817 (2.8257)	KLCD_Loss 0.0029 (0.0029)	Learning Rate 0.11865809	Acc@1 36.000 (39.948)	Acc@5 62.000 (64.520)
Epoch: [8][600/4271]	Time 1.531 (1.609)	Data 0.000 (0.063)	Loss 2.8606 (2.8299)	Entropy Loss 2.8577 (2.8270)	KLCD_Loss 0.0028 (0.0029)	Learning Rate 0.11864257	Acc@1 37.667 (39.905)	Acc@5 64.000 (64.474)
Epoch: [8][800/4271]	Time 1.523 (1.599)	Data 0.000 (0.047)	Loss 2.9286 (2.8251)	Entropy Loss 2.9258 (2.8223)	KLCD_Loss 0.0028 (0.0029)	Learning Rate 0.11862697	Acc@1 36.333 (39.997)	Acc@5 63.333 (64.566)
Epoch: [8][1000/4271]	Time 1.598 (1.593)	Data 0.000 (0.038)	Loss 2.9195 (2.8236)	Entropy Loss 2.9168 (2.8208)	KLCD_Loss 0.0027 (0.0028)	Learning Rate 0.11861128	Acc@1 37.333 (40.006)	Acc@5 62.667 (64.613)
Epoch: [8][1200/4271]	Time 1.534 (1.589)	Data 0.000 (0.032)	Loss 2.7357 (2.8265)	Entropy Loss 2.7331 (2.8237)	KLCD_Loss 0.0027 (0.0028)	Learning Rate 0.11859550	Acc@1 44.333 (39.949)	Acc@5 63.000 (64.548)
Epoch: [8][1400/4271]	Time 1.601 (1.586)	Data 0.000 (0.027)	Loss 2.6761 (2.8256)	Entropy Loss 2.6735 (2.8228)	KLCD_Loss 0.0026 (0.0028)	Learning Rate 0.11857963	Acc@1 42.000 (39.970)	Acc@5 66.333 (64.536)
Epoch: [8][1600/4271]	Time 1.701 (1.584)	Data 0.000 (0.024)	Loss 2.6623 (2.8287)	Entropy Loss 2.6597 (2.8260)	KLCD_Loss 0.0026 (0.0028)	Learning Rate 0.11856368	Acc@1 42.333 (39.920)	Acc@5 67.333 (64.497)
Epoch: [8][1800/4271]	Time 1.587 (1.583)	Data 0.000 (0.021)	Loss 2.8839 (2.8289)	Entropy Loss 2.8814 (2.8262)	KLCD_Loss 0.0025 (0.0027)	Learning Rate 0.11854763	Acc@1 39.000 (39.927)	Acc@5 63.000 (64.506)
Epoch: [8][2000/4271]	Time 1.584 (1.582)	Data 0.000 (0.019)	Loss 2.7639 (2.8299)	Entropy Loss 2.7615 (2.8272)	KLCD_Loss 0.0025 (0.0027)	Learning Rate 0.11853150	Acc@1 41.667 (39.934)	Acc@5 63.333 (64.471)
Epoch: [8][2200/4271]	Time 1.656 (1.581)	Data 0.000 (0.017)	Loss 2.8590 (2.8296)	Entropy Loss 2.8566 (2.8269)	KLCD_Loss 0.0024 (0.0027)	Learning Rate 0.11851528	Acc@1 41.000 (39.937)	Acc@5 65.000 (64.482)
Epoch: [8][2400/4271]	Time 1.542 (1.580)	Data 0.000 (0.016)	Loss 2.7922 (2.8282)	Entropy Loss 2.7898 (2.8255)	KLCD_Loss 0.0024 (0.0027)	Learning Rate 0.11849897	Acc@1 41.333 (39.960)	Acc@5 65.000 (64.511)
